,Overall rank,Country or region,Score,2018,Area,Item,Year,Unit,Value
746,16,Belgium,6.927,21654.4,Belgium,Political stability and absence of violence/terrorism (index),2018,index,0.41
747,16,Belgium,6.927,21654.4,Belgium,Political stability and absence of violence/terrorism (index),2019,index,0.48
748,16,Belgium,6.927,21654.4,Belgium,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2016,1000 I$,24.6
749,16,Belgium,6.927,21654.4,Belgium,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2017,1000 I$,22.7
750,16,Belgium,6.927,21654.4,Belgium,Per capita food supply variability (kcal/cap/day),2016,kcal/capita/day,34
751,16,Belgium,6.927,21654.4,Belgium,Per capita food supply variability (kcal/cap/day),2017,kcal/capita/day,34
752,16,Belgium,6.927,21654.4,Belgium,Per capita food supply variability (kcal/cap/day),2018,kcal/capita/day,30
753,16,Belgium,6.927,21654.4,Belgium,Per capita food supply variability (kcal/cap/day),2019,kcal/capita/day,28
754,16,Belgium,6.927,21654.4,Belgium,Percentage of population using safely managed drinking water services (Percent),2016,%,99
755,16,Belgium,6.927,21654.4,Belgium,Percentage of population using safely managed drinking water services (Percent),2017,%,99
756,16,Belgium,6.927,21654.4,Belgium,Percentage of population using safely managed drinking water services (Percent),2018,%,99
757,16,Belgium,6.927,21654.4,Belgium,Percentage of population using safely managed drinking water services (Percent),2019,%,99
758,16,Belgium,6.927,21654.4,Belgium,Percentage of population using safely managed drinking water services (Percent),2020,%,99
759,16,Belgium,6.927,21654.4,Belgium,Percentage of population using at least basic drinking water services (percent),2016,%,99
760,16,Belgium,6.927,21654.4,Belgium,Percentage of population using at least basic drinking water services (percent),2017,%,99
761,16,Belgium,6.927,21654.4,Belgium,Percentage of population using at least basic drinking water services (percent),2018,%,99
762,16,Belgium,6.927,21654.4,Belgium,Percentage of population using at least basic drinking water services (percent),2019,%,99
763,16,Belgium,6.927,21654.4,Belgium,Percentage of population using at least basic drinking water services (percent),2020,%,99
764,16,Belgium,6.927,21654.4,Belgium,Percentage of population using safely managed sanitation services (Percent),2016,%,85.3
765,16,Belgium,6.927,21654.4,Belgium,Percentage of population using safely managed sanitation services (Percent),2017,%,86.2
766,16,Belgium,6.927,21654.4,Belgium,Percentage of population using safely managed sanitation services (Percent),2018,%,87.1
767,16,Belgium,6.927,21654.4,Belgium,Percentage of population using safely managed sanitation services (Percent),2019,%,87.9
768,16,Belgium,6.927,21654.4,Belgium,Percentage of population using safely managed sanitation services (Percent),2020,%,88.8
769,16,Belgium,6.927,21654.4,Belgium,Percentage of population using at least basic sanitation services (percent),2016,%,99
770,16,Belgium,6.927,21654.4,Belgium,Percentage of population using at least basic sanitation services (percent),2017,%,99
771,16,Belgium,6.927,21654.4,Belgium,Percentage of population using at least basic sanitation services (percent),2018,%,99
772,16,Belgium,6.927,21654.4,Belgium,Percentage of population using at least basic sanitation services (percent),2019,%,99
773,16,Belgium,6.927,21654.4,Belgium,Percentage of population using at least basic sanitation services (percent),2020,%,99
774,16,Belgium,6.927,21654.4,Belgium,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2016,%,2.5
775,16,Belgium,6.927,21654.4,Belgium,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2017,%,2.4
776,16,Belgium,6.927,21654.4,Belgium,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2018,%,2.4
777,16,Belgium,6.927,21654.4,Belgium,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,%,2.4
778,16,Belgium,6.927,21654.4,Belgium,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2020,%,2.3
779,16,Belgium,6.927,21654.4,Belgium,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2016,%,4.8
780,16,Belgium,6.927,21654.4,Belgium,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2017,%,4.9
781,16,Belgium,6.927,21654.4,Belgium,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2018,%,4.9
782,16,Belgium,6.927,21654.4,Belgium,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2019,%,5
783,16,Belgium,6.927,21654.4,Belgium,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2020,%,5.1
784,16,Belgium,6.927,21654.4,Belgium,Prevalence of obesity in the adult population (18 years and older),2016,%,22.1
785,16,Belgium,6.927,21654.4,Belgium,Prevalence of anemia among women of reproductive age (15-49 years),2016,%,12.3
786,16,Belgium,6.927,21654.4,Belgium,Prevalence of anemia among women of reproductive age (15-49 years),2017,%,12.8
787,16,Belgium,6.927,21654.4,Belgium,Prevalence of anemia among women of reproductive age (15-49 years),2018,%,13.2
788,16,Belgium,6.927,21654.4,Belgium,Prevalence of anemia among women of reproductive age (15-49 years),2019,%,13.6
789,16,Belgium,6.927,21654.4,Belgium,Minimum dietary energy requirement  (kcal/cap/day),2016,kcal/capita/day,1946
790,16,Belgium,6.927,21654.4,Belgium,Minimum dietary energy requirement  (kcal/cap/day),2017,kcal/capita/day,1946
791,16,Belgium,6.927,21654.4,Belgium,Minimum dietary energy requirement  (kcal/cap/day),2018,kcal/capita/day,1946
792,16,Belgium,6.927,21654.4,Belgium,Minimum dietary energy requirement  (kcal/cap/day),2019,kcal/capita/day,1946
793,16,Belgium,6.927,21654.4,Belgium,Minimum dietary energy requirement  (kcal/cap/day),2020,kcal/capita/day,1945
794,16,Belgium,6.927,21654.4,Belgium,Average dietary energy requirement (kcal/cap/day),2016,kcal/capita/day,2539
795,16,Belgium,6.927,21654.4,Belgium,Average dietary energy requirement (kcal/cap/day),2017,kcal/capita/day,2539
796,16,Belgium,6.927,21654.4,Belgium,Average dietary energy requirement (kcal/cap/day),2018,kcal/capita/day,2539
797,16,Belgium,6.927,21654.4,Belgium,Average dietary energy requirement (kcal/cap/day),2019,kcal/capita/day,2539
798,16,Belgium,6.927,21654.4,Belgium,Average dietary energy requirement (kcal/cap/day),2020,kcal/capita/day,2538
799,16,Belgium,6.927,21654.4,Belgium,Coefficient of variation of habitual caloric consumption distribution (real number),2016,Number,0.2
800,16,Belgium,6.927,21654.4,Belgium,Coefficient of variation of habitual caloric consumption distribution (real number),2017,Number,0.2
801,16,Belgium,6.927,21654.4,Belgium,Coefficient of variation of habitual caloric consumption distribution (real number),2018,Number,0.2
802,16,Belgium,6.927,21654.4,Belgium,Coefficient of variation of habitual caloric consumption distribution (real number),2019,Number,0.2
803,16,Belgium,6.927,21654.4,Belgium,Coefficient of variation of habitual caloric consumption distribution (real number),2020,Number,0.2
804,16,Belgium,6.927,21654.4,Belgium,Incidence of caloric losses at retail distribution level (percent),2016,%,1.82
805,16,Belgium,6.927,21654.4,Belgium,Incidence of caloric losses at retail distribution level (percent),2017,%,1.82
806,16,Belgium,6.927,21654.4,Belgium,Incidence of caloric losses at retail distribution level (percent),2018,%,1.82
807,16,Belgium,6.927,21654.4,Belgium,Incidence of caloric losses at retail distribution level (percent),2019,%,1.82
808,16,Belgium,6.927,21654.4,Belgium,Incidence of caloric losses at retail distribution level (percent),2020,%,1.82
809,16,Belgium,6.927,21654.4,Belgium,Average fat supply (g/cap/day) (3-year average),2015-2017,g/capita/day,165.7
810,16,Belgium,6.927,21654.4,Belgium,Average fat supply (g/cap/day) (3-year average),2016-2018,g/capita/day,164
811,17,Luxembourg,6.91,24553.0,Luxembourg,Average dietary energy supply adequacy (percent) (3-year average),2015-2017,%,135
812,17,Luxembourg,6.91,24553.0,Luxembourg,Average dietary energy supply adequacy (percent) (3-year average),2016-2018,%,135
813,17,Luxembourg,6.91,24553.0,Luxembourg,Average dietary energy supply adequacy (percent) (3-year average),2017-2019,%,135
814,17,Luxembourg,6.91,24553.0,Luxembourg,Average dietary energy supply adequacy (percent) (3-year average),2018-2020,%,135
815,17,Luxembourg,6.91,24553.0,Luxembourg,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2015-2017,I$ per person,227
816,17,Luxembourg,6.91,24553.0,Luxembourg,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2016-2018,I$ per person,112
817,17,Luxembourg,6.91,24553.0,Luxembourg,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),2015-2017,kcal/capita/day,3466
818,17,Luxembourg,6.91,24553.0,Luxembourg,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),2016-2018,kcal/capita/day,3466
819,17,Luxembourg,6.91,24553.0,Luxembourg,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),2017-2019,kcal/capita/day,3473
820,17,Luxembourg,6.91,24553.0,Luxembourg,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),2018-2020,kcal/capita/day,3479
821,17,Luxembourg,6.91,24553.0,Luxembourg,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2015-2017,%,29
822,17,Luxembourg,6.91,24553.0,Luxembourg,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2016-2018,%,29
823,17,Luxembourg,6.91,24553.0,Luxembourg,Average protein supply (g/cap/day) (3-year average),2015-2017,g/capita/day,110.6
824,17,Luxembourg,6.91,24553.0,Luxembourg,Average protein supply (g/cap/day) (3-year average),2016-2018,g/capita/day,109.3
825,17,Luxembourg,6.91,24553.0,Luxembourg,Average supply of protein of animal origin (g/cap/day) (3-year average),2015-2017,g/capita/day,69
826,17,Luxembourg,6.91,24553.0,Luxembourg,Average supply of protein of animal origin (g/cap/day) (3-year average),2016-2018,g/capita/day,68
827,17,Luxembourg,6.91,24553.0,Luxembourg,Rail lines density (total route in km per 100 square km of land area),2016,per 100 square km of land area,10.6
828,17,Luxembourg,6.91,24553.0,Luxembourg,Rail lines density (total route in km per 100 square km of land area),2017,per 100 square km of land area,10.6
829,17,Luxembourg,6.91,24553.0,Luxembourg,Rail lines density (total route in km per 100 square km of land area),2018,per 100 square km of land area,11.1
830,17,Luxembourg,6.91,24553.0,Luxembourg,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2016,I$,113036
831,17,Luxembourg,6.91,24553.0,Luxembourg,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2017,I$,112308
832,17,Luxembourg,6.91,24553.0,Luxembourg,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2018,I$,113590
833,17,Luxembourg,6.91,24553.0,Luxembourg,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2019,I$,113940
834,17,Luxembourg,6.91,24553.0,Luxembourg,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2020,I$,110261
835,17,Luxembourg,6.91,24553.0,Luxembourg,Prevalence of undernourishment (percent) (3-year average),2015-2017,%,<2.5
836,17,Luxembourg,6.91,24553.0,Luxembourg,Prevalence of undernourishment (percent) (3-year average),2016-2018,%,<2.5
837,17,Luxembourg,6.91,24553.0,Luxembourg,Prevalence of undernourishment (percent) (3-year average),2017-2019,%,<2.5
838,17,Luxembourg,6.91,24553.0,Luxembourg,Prevalence of undernourishment (percent) (3-year average),2018-2020,%,<2.5
839,17,Luxembourg,6.91,24553.0,Luxembourg,Number of people undernourished (million) (3-year average),2015-2017,millions,
840,17,Luxembourg,6.91,24553.0,Luxembourg,Number of people undernourished (million) (3-year average),2016-2018,millions,
841,17,Luxembourg,6.91,24553.0,Luxembourg,Number of people undernourished (million) (3-year average),2017-2019,millions,
842,17,Luxembourg,6.91,24553.0,Luxembourg,Number of people undernourished (million) (3-year average),2018-2020,millions,
843,17,Luxembourg,6.91,24553.0,Luxembourg,Prevalence of severe food insecurity in the total population (percent) (3-year average),2015-2017,%,1.4
844,17,Luxembourg,6.91,24553.0,Luxembourg,Prevalence of severe food insecurity in the total population (percent) (3-year average),2016-2018,%,0.9
845,17,Luxembourg,6.91,24553.0,Luxembourg,Prevalence of severe food insecurity in the total population (percent) (3-year average),2017-2019,%,0.9
846,17,Luxembourg,6.91,24553.0,Luxembourg,Prevalence of severe food insecurity in the total population (percent) (3-year average),2018-2020,%,0.8
847,17,Luxembourg,6.91,24553.0,Luxembourg,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2015-2017,%,4
848,17,Luxembourg,6.91,24553.0,Luxembourg,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2016-2018,%,3.3
849,17,Luxembourg,6.91,24553.0,Luxembourg,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2017-2019,%,3.3
850,17,Luxembourg,6.91,24553.0,Luxembourg,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2018-2020,%,3.1
851,17,Luxembourg,6.91,24553.0,Luxembourg,Number of severely food insecure people (million) (3-year average),2015-2017,millions,<0.1
852,17,Luxembourg,6.91,24553.0,Luxembourg,Number of severely food insecure people (million) (3-year average),2016-2018,millions,<0.1
853,17,Luxembourg,6.91,24553.0,Luxembourg,Number of severely food insecure people (million) (3-year average),2017-2019,millions,<0.1
854,17,Luxembourg,6.91,24553.0,Luxembourg,Number of severely food insecure people (million) (3-year average),2018-2020,millions,<0.1
855,17,Luxembourg,6.91,24553.0,Luxembourg,Number of moderately or severely food insecure people (million) (3-year average),2015-2017,millions,<0.1
856,17,Luxembourg,6.91,24553.0,Luxembourg,Number of moderately or severely food insecure people (million) (3-year average),2016-2018,millions,<0.1
857,17,Luxembourg,6.91,24553.0,Luxembourg,Number of moderately or severely food insecure people (million) (3-year average),2017-2019,millions,<0.1
858,17,Luxembourg,6.91,24553.0,Luxembourg,Number of moderately or severely food insecure people (million) (3-year average),2018-2020,millions,<0.1
859,17,Luxembourg,6.91,24553.0,Luxembourg,Cereal import dependency ratio (percent) (3-year average),2015-2017,%,12.1
860,17,Luxembourg,6.91,24553.0,Luxembourg,Cereal import dependency ratio (percent) (3-year average),2016-2018,%,13
861,17,Luxembourg,6.91,24553.0,Luxembourg,Value of food imports in total merchandise exports (percent) (3-year average),2015-2017,%,12
862,17,Luxembourg,6.91,24553.0,Luxembourg,Value of food imports in total merchandise exports (percent) (3-year average),2016-2018,%,13
863,17,Luxembourg,6.91,24553.0,Luxembourg,Value of food imports in total merchandise exports (percent) (3-year average),2017-2019,%,14
864,17,Luxembourg,6.91,24553.0,Luxembourg,Political stability and absence of violence/terrorism (index),2016,index,1.42
865,17,Luxembourg,6.91,24553.0,Luxembourg,Political stability and absence of violence/terrorism (index),2017,index,1.33
866,17,Luxembourg,6.91,24553.0,Luxembourg,Political stability and absence of violence/terrorism (index),2018,index,1.37
867,17,Luxembourg,6.91,24553.0,Luxembourg,Political stability and absence of violence/terrorism (index),2019,index,1.36
868,17,Luxembourg,6.91,24553.0,Luxembourg,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2016,1000 I$,18.1
869,17,Luxembourg,6.91,24553.0,Luxembourg,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2017,1000 I$,18.1
870,17,Luxembourg,6.91,24553.0,Luxembourg,Per capita food supply variability (kcal/cap/day),2016,kcal/capita/day,18
871,17,Luxembourg,6.91,24553.0,Luxembourg,Per capita food supply variability (kcal/cap/day),2017,kcal/capita/day,16
872,17,Luxembourg,6.91,24553.0,Luxembourg,Per capita food supply variability (kcal/cap/day),2018,kcal/capita/day,15
873,17,Luxembourg,6.91,24553.0,Luxembourg,Per capita food supply variability (kcal/cap/day),2019,kcal/capita/day,9
874,17,Luxembourg,6.91,24553.0,Luxembourg,Percentage of population using safely managed drinking water services (Percent),2016,%,99
875,17,Luxembourg,6.91,24553.0,Luxembourg,Percentage of population using safely managed drinking water services (Percent),2017,%,99
876,17,Luxembourg,6.91,24553.0,Luxembourg,Percentage of population using safely managed drinking water services (Percent),2018,%,99
877,17,Luxembourg,6.91,24553.0,Luxembourg,Percentage of population using safely managed drinking water services (Percent),2019,%,99
878,17,Luxembourg,6.91,24553.0,Luxembourg,Percentage of population using safely managed drinking water services (Percent),2020,%,99
879,17,Luxembourg,6.91,24553.0,Luxembourg,Percentage of population using at least basic drinking water services (percent),2016,%,99
880,17,Luxembourg,6.91,24553.0,Luxembourg,Percentage of population using at least basic drinking water services (percent),2017,%,99
881,17,Luxembourg,6.91,24553.0,Luxembourg,Percentage of population using at least basic drinking water services (percent),2018,%,99
882,17,Luxembourg,6.91,24553.0,Luxembourg,Percentage of population using at least basic drinking water services (percent),2019,%,99
883,17,Luxembourg,6.91,24553.0,Luxembourg,Percentage of population using at least basic drinking water services (percent),2020,%,99
884,17,Luxembourg,6.91,24553.0,Luxembourg,Percentage of population using safely managed sanitation services (Percent),2016,%,96.3
885,17,Luxembourg,6.91,24553.0,Luxembourg,Percentage of population using safely managed sanitation services (Percent),2017,%,96.7
886,17,Luxembourg,6.91,24553.0,Luxembourg,Percentage of population using safely managed sanitation services (Percent),2018,%,96.7
887,17,Luxembourg,6.91,24553.0,Luxembourg,Percentage of population using safely managed sanitation services (Percent),2019,%,96.8
888,17,Luxembourg,6.91,24553.0,Luxembourg,Percentage of population using safely managed sanitation services (Percent),2020,%,96.8
889,17,Luxembourg,6.91,24553.0,Luxembourg,Percentage of population using at least basic sanitation services (percent),2016,%,97.6
890,17,Luxembourg,6.91,24553.0,Luxembourg,Percentage of population using at least basic sanitation services (percent),2017,%,97.6
891,17,Luxembourg,6.91,24553.0,Luxembourg,Percentage of population using at least basic sanitation services (percent),2018,%,97.6
892,17,Luxembourg,6.91,24553.0,Luxembourg,Percentage of population using at least basic sanitation services (percent),2019,%,97.6
893,17,Luxembourg,6.91,24553.0,Luxembourg,Percentage of population using at least basic sanitation services (percent),2020,%,97.6
894,17,Luxembourg,6.91,24553.0,Luxembourg,Prevalence of obesity in the adult population (18 years and older),2016,%,22.6
895,17,Luxembourg,6.91,24553.0,Luxembourg,Prevalence of anemia among women of reproductive age (15-49 years),2016,%,9.5
896,17,Luxembourg,6.91,24553.0,Luxembourg,Prevalence of anemia among women of reproductive age (15-49 years),2017,%,9.7
897,17,Luxembourg,6.91,24553.0,Luxembourg,Prevalence of anemia among women of reproductive age (15-49 years),2018,%,10
898,17,Luxembourg,6.91,24553.0,Luxembourg,Prevalence of anemia among women of reproductive age (15-49 years),2019,%,10.2
899,17,Luxembourg,6.91,24553.0,Luxembourg,Minimum dietary energy requirement  (kcal/cap/day),2016,kcal/capita/day,1972
900,17,Luxembourg,6.91,24553.0,Luxembourg,Minimum dietary energy requirement  (kcal/cap/day),2017,kcal/capita/day,1973
901,17,Luxembourg,6.91,24553.0,Luxembourg,Minimum dietary energy requirement  (kcal/cap/day),2018,kcal/capita/day,1974
902,17,Luxembourg,6.91,24553.0,Luxembourg,Minimum dietary energy requirement  (kcal/cap/day),2019,kcal/capita/day,1975
903,17,Luxembourg,6.91,24553.0,Luxembourg,Minimum dietary energy requirement  (kcal/cap/day),2020,kcal/capita/day,1975
904,17,Luxembourg,6.91,24553.0,Luxembourg,Average dietary energy requirement (kcal/cap/day),2016,kcal/capita/day,2574
905,17,Luxembourg,6.91,24553.0,Luxembourg,Average dietary energy requirement (kcal/cap/day),2017,kcal/capita/day,2576
906,17,Luxembourg,6.91,24553.0,Luxembourg,Average dietary energy requirement (kcal/cap/day),2018,kcal/capita/day,2577
907,17,Luxembourg,6.91,24553.0,Luxembourg,Average dietary energy requirement (kcal/cap/day),2019,kcal/capita/day,2579
908,17,Luxembourg,6.91,24553.0,Luxembourg,Average dietary energy requirement (kcal/cap/day),2020,kcal/capita/day,2579
909,17,Luxembourg,6.91,24553.0,Luxembourg,Coefficient of variation of habitual caloric consumption distribution (real number),2016,Number,0.2
910,17,Luxembourg,6.91,24553.0,Luxembourg,Coefficient of variation of habitual caloric consumption distribution (real number),2017,Number,0.2
911,17,Luxembourg,6.91,24553.0,Luxembourg,Coefficient of variation of habitual caloric consumption distribution (real number),2018,Number,0.2
912,17,Luxembourg,6.91,24553.0,Luxembourg,Coefficient of variation of habitual caloric consumption distribution (real number),2019,Number,0.2
913,17,Luxembourg,6.91,24553.0,Luxembourg,Coefficient of variation of habitual caloric consumption distribution (real number),2020,Number,0.2
914,17,Luxembourg,6.91,24553.0,Luxembourg,Incidence of caloric losses at retail distribution level (percent),2016,%,2.23
915,17,Luxembourg,6.91,24553.0,Luxembourg,Incidence of caloric losses at retail distribution level (percent),2017,%,2.23
916,17,Luxembourg,6.91,24553.0,Luxembourg,Incidence of caloric losses at retail distribution level (percent),2018,%,2.23
917,17,Luxembourg,6.91,24553.0,Luxembourg,Incidence of caloric losses at retail distribution level (percent),2019,%,2.23
918,17,Luxembourg,6.91,24553.0,Luxembourg,Incidence of caloric losses at retail distribution level (percent),2020,%,2.23
919,17,Luxembourg,6.91,24553.0,Luxembourg,Average fat supply (g/cap/day) (3-year average),2015-2017,g/capita/day,140
920,17,Luxembourg,6.91,24553.0,Luxembourg,Average fat supply (g/cap/day) (3-year average),2016-2018,g/capita/day,141.4
921,19,Israel,6.814,15104.2,Israel,Average dietary energy supply adequacy (percent) (3-year average),2015-2017,%,154
922,19,Israel,6.814,15104.2,Israel,Average dietary energy supply adequacy (percent) (3-year average),2016-2018,%,155
923,19,Israel,6.814,15104.2,Israel,Average dietary energy supply adequacy (percent) (3-year average),2017-2019,%,155
924,19,Israel,6.814,15104.2,Israel,Average dietary energy supply adequacy (percent) (3-year average),2018-2020,%,154
925,19,Israel,6.814,15104.2,Israel,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2015-2017,I$ per person,225
926,19,Israel,6.814,15104.2,Israel,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2016-2018,I$ per person,112
927,19,Israel,6.814,15104.2,Israel,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),2015-2017,kcal/capita/day,3531
928,19,Israel,6.814,15104.2,Israel,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),2016-2018,kcal/capita/day,3537
929,19,Israel,6.814,15104.2,Israel,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),2017-2019,kcal/capita/day,3544
930,19,Israel,6.814,15104.2,Israel,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),2018-2020,kcal/capita/day,3537
931,19,Israel,6.814,15104.2,Israel,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2015-2017,%,34
932,19,Israel,6.814,15104.2,Israel,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2016-2018,%,34
933,19,Israel,6.814,15104.2,Israel,Average protein supply (g/cap/day) (3-year average),2015-2017,g/capita/day,123.7
934,19,Israel,6.814,15104.2,Israel,Average protein supply (g/cap/day) (3-year average),2016-2018,g/capita/day,125
935,19,Israel,6.814,15104.2,Israel,Average supply of protein of animal origin (g/cap/day) (3-year average),2015-2017,g/capita/day,72
936,19,Israel,6.814,15104.2,Israel,Average supply of protein of animal origin (g/cap/day) (3-year average),2016-2018,g/capita/day,73.3
937,19,Israel,6.814,15104.2,Israel,Rail lines density (total route in km per 100 square km of land area),2016,per 100 square km of land area,6.1
938,19,Israel,6.814,15104.2,Israel,Rail lines density (total route in km per 100 square km of land area),2017,per 100 square km of land area,6.8
939,19,Israel,6.814,15104.2,Israel,Rail lines density (total route in km per 100 square km of land area),2018,per 100 square km of land area,6.9
940,19,Israel,6.814,15104.2,Israel,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2016,I$,38234.7
941,19,Israel,6.814,15104.2,Israel,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2017,I$,38834
942,19,Israel,6.814,15104.2,Israel,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2018,I$,39418.3
943,19,Israel,6.814,15104.2,Israel,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2019,I$,40007.3
944,19,Israel,6.814,15104.2,Israel,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2020,I$,38341.3
945,19,Israel,6.814,15104.2,Israel,Prevalence of undernourishment (percent) (3-year average),2015-2017,%,<2.5
946,19,Israel,6.814,15104.2,Israel,Prevalence of undernourishment (percent) (3-year average),2016-2018,%,<2.5
947,19,Israel,6.814,15104.2,Israel,Prevalence of undernourishment (percent) (3-year average),2017-2019,%,<2.5
948,19,Israel,6.814,15104.2,Israel,Prevalence of undernourishment (percent) (3-year average),2018-2020,%,<2.5
949,19,Israel,6.814,15104.2,Israel,Number of people undernourished (million) (3-year average),2015-2017,millions,
950,19,Israel,6.814,15104.2,Israel,Number of people undernourished (million) (3-year average),2016-2018,millions,
951,19,Israel,6.814,15104.2,Israel,Number of people undernourished (million) (3-year average),2017-2019,millions,
952,19,Israel,6.814,15104.2,Israel,Number of people undernourished (million) (3-year average),2018-2020,millions,
953,19,Israel,6.814,15104.2,Israel,Prevalence of severe food insecurity in the total population (percent) (3-year average),2015-2017,%,1.4
954,19,Israel,6.814,15104.2,Israel,Prevalence of severe food insecurity in the total population (percent) (3-year average),2016-2018,%,1.6
955,19,Israel,6.814,15104.2,Israel,Prevalence of severe food insecurity in the total population (percent) (3-year average),2017-2019,%,1.7
956,19,Israel,6.814,15104.2,Israel,Prevalence of severe food insecurity in the total population (percent) (3-year average),2018-2020,%,1.9
957,19,Israel,6.814,15104.2,Israel,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2015-2017,%,11.6
958,19,Israel,6.814,15104.2,Israel,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2016-2018,%,12.3
959,19,Israel,6.814,15104.2,Israel,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2017-2019,%,12.9
960,19,Israel,6.814,15104.2,Israel,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2018-2020,%,13.7
961,19,Israel,6.814,15104.2,Israel,Number of severely food insecure people (million) (3-year average),2015-2017,millions,0.1
962,19,Israel,6.814,15104.2,Israel,Number of severely food insecure people (million) (3-year average),2016-2018,millions,0.1
963,19,Israel,6.814,15104.2,Israel,Number of severely food insecure people (million) (3-year average),2017-2019,millions,0.1
964,19,Israel,6.814,15104.2,Israel,Number of severely food insecure people (million) (3-year average),2018-2020,millions,0.2
965,19,Israel,6.814,15104.2,Israel,Number of moderately or severely food insecure people (million) (3-year average),2015-2017,millions,0.9
966,19,Israel,6.814,15104.2,Israel,Number of moderately or severely food insecure people (million) (3-year average),2016-2018,millions,1
967,19,Israel,6.814,15104.2,Israel,Number of moderately or severely food insecure people (million) (3-year average),2017-2019,millions,1.1
968,19,Israel,6.814,15104.2,Israel,Number of moderately or severely food insecure people (million) (3-year average),2018-2020,millions,1.2
969,19,Israel,6.814,15104.2,Israel,Cereal import dependency ratio (percent) (3-year average),2015-2017,%,93.6
970,19,Israel,6.814,15104.2,Israel,Cereal import dependency ratio (percent) (3-year average),2016-2018,%,97
971,19,Israel,6.814,15104.2,Israel,Percent of arable land equipped for irrigation (percent) (3-year average),2015-2017,%,68.9
972,19,Israel,6.814,15104.2,Israel,Percent of arable land equipped for irrigation (percent) (3-year average),2016-2018,%,63.4
973,19,Israel,6.814,15104.2,Israel,Value of food imports in total merchandise exports (percent) (3-year average),2015-2017,%,7
974,19,Israel,6.814,15104.2,Israel,Value of food imports in total merchandise exports (percent) (3-year average),2016-2018,%,8
975,19,Israel,6.814,15104.2,Israel,Value of food imports in total merchandise exports (percent) (3-year average),2017-2019,%,8
976,19,Israel,6.814,15104.2,Israel,Political stability and absence of violence/terrorism (index),2016,index,-0.79
977,19,Israel,6.814,15104.2,Israel,Political stability and absence of violence/terrorism (index),2017,index,-0.89
978,19,Israel,6.814,15104.2,Israel,Political stability and absence of violence/terrorism (index),2018,index,-0.9
979,19,Israel,6.814,15104.2,Israel,Political stability and absence of violence/terrorism (index),2019,index,-0.78
